Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,"8,449","6,035","42,248"
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,Total income,"85,004",0,"63,628","57,592","403,148"
10000291,Anglia Ruskin University,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"1,051",750,"5,255"
10000291,Anglia Ruskin University,D,28,History,,,,UK-based charities (open competitive process),0,0,"14,232","10,165","71,160"
10000291,Anglia Ruskin University,D,28,History,,,,UK-based charities (other),0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,UK other sources,0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,EU government bodies,0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,EU (excluding UK) other,0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,D,28,History,,,,Total income,0,0,"15,283","10,916","76,415"
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations",0,"2,937",785,980,"6,866"
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,0,"1,958",523,653,"4,577"
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,"3,527","4,729","3,882","27,174"
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,D,32,"Art and Design: History, Practice and Theory",,,,Total income,0,"8,422","6,039","5,516","38,617"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,"63,813","28,751","29,652","207,570"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),"16,297","15,335","51,228","41,110","287,776"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,"50,786","22,128","23,061","161,428"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations","58,225","27,202","1,429","13,224","92,572"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,"38,817","18,135",952,"8,816","61,716"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,"28,259","20,185","141,296"
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"113,339","175,271","132,749","136,051","952,358"
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"5,519","3,942","27,596"
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (open competitive process),"4,507",0,0,643,"4,507"
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (other),0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK other sources,0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU government bodies,0,0,"14,740","10,529","73,703"
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU (excluding UK) other,0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Total income,"4,507",0,"20,259","15,115","105,806"
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"44,654","31,895","223,270"
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,"2,000","1,428","10,000"
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations",0,0,"5,600","4,000","28,000"
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,0,0,0
10000385,Arts University Bournemouth,D,32,"Art and Design: History, Practice and Theory",,,,Total income,0,0,"52,254","37,324","261,270"
10000385,Arts University Bournemouth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10000385,Arts University Bournemouth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),0,0,0,0,0
10000385,Arts University Bournemouth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,0,0,0
10000385,Arts University Bournemouth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10000385,Arts University Bournemouth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000385,Arts University Bournemouth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,0,0,0
